name,primary_type,latitude,longitude,address,business_status,types,price_level,rating,reviews,user_ratings_total,operational_hours,phone_number,place_id,website_url,gmaps_url,origin_place
Bengkel Horas Motor,car_repair,-6.3444246999999994,106.88333899999999,"MV4M+68P, Jl. Raya Klp. Dua Wetan, RT.8/RW.5, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,3,,,ChIJVbwGjODtaS4RSxFpIeBMhmI,,https://maps.google.com/?cid=7099446388113084747,JAKARTA TIMUR - 5254864071202701311
bengkel mobil spesialis matic,car_repair,-6.3310387,106.88618989999999,"Jl. Raya Klp. Dua Wetan No.29e, RT.3/RW.4, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 14170, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,1.0,,1,"[{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 19, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 19, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 19, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 19, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 19, 'minute': 0}}]",0877-7412-0679,ChIJN4XWYHrtaS4RhmLZBoCn77c,http://www.olx.com/,https://maps.google.com/?cid=13253996396687221382,JAKARTA TIMUR - 5254864071169146879
Joni Oil,car_repair,-6.3220928,106.8768503,"Jl. Raya Centex No.5 5, RW.10, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,2.9,,10,"[{'open': {'day': 0, 'hour': 9, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]",,ChIJSZcoCBLtaS4RvzXvhH7TJns,,https://maps.google.com/?cid=8874012656129750463,JAKARTA TIMUR - 5254864071169146879
Auto Master,car_repair,-6.3168345,106.89131700000002,"Jl. Bina Marga No.22 4, RT.4/RW.3, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.3,,19,,(021) 8444305,ChIJFa2JfkDtaS4RsOLFyVxgH_Y,,https://maps.google.com/?cid=17734999809246749360,JAKARTA TIMUR - 5254864071169146879
Bengkel Volvo,car_repair,-6.3234407,106.89235889999999,"Jl. Masjid 3 No.11, RT.6/RW.6, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.3,,4,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 18, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 18, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 18, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 18, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 18, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 18, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 18, 'minute': 0}}]",0857-7028-8284,ChIJg2HWoJztaS4R2OBtRPzHmWk,,https://maps.google.com/?cid=7609332931712901336,JAKARTA TIMUR - 5254864071169146879
H. A 717 Bengkel One Stop,car_repair,-6.3430057,106.8910399,"Jl. Malaka No.21, RT.8/RW.4, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.3,,6,,,ChIJHda0193saS4RtVVIlKNE4-8,,https://maps.google.com/?cid=17285735264136222133,JAKARTA TIMUR - 5254864071202701311
Bengkel Ucay - Qoyyim Motor,car_repair,-6.3242934,106.8931255,"Jl. Masjid Nurul Hidayah Jl. Masjid 3 No.73 A, RT.6/RW.6, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.8,,9,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 5, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 5, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 5, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 5, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 5, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 5, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 5, 'minute': 0}}]",0812-8941-2215,ChIJvexeajztaS4R53TyfyGeOFA,,https://maps.google.com/?cid=5780543988447737063,JAKARTA TIMUR - 5254864071169146879
Bengkel Cat Sugeng,car_repair,-6.326364,106.87577089999999,"11, Jl. Centex Raya No.30, RT.11/RW.2, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.8,,90,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",0878-6449-3699,ChIJXXu19rftaS4Ra3Gbse6ppXk,https://instagram.com/bengkelcatsugeng?igshid=YmMyMTA2M2Y=,https://maps.google.com/?cid=8765599092393603435,JAKARTA TIMUR - 5254864071169146879
Bengkel Las & Cat Ketok Mandiri (Body Repair),car_repair,-6.3217396,106.88284990000001,"Jl. Penganten Ali III No.15D 7, RT.7/RW.6, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.8,,23,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]",0812-1242-3272,ChIJCS_xFertaS4RhBNw3R6dljo,,https://maps.google.com/?cid=4221734456596108164,JAKARTA TIMUR - 5254864071169146879
Bengkel Mobil Berkah Jaya Motor,car_repair,-6.324162900000001,106.8883685,"Depan Apartemen Sakura Garden, Jl. Bina Marga, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.8,,4,"[{'open': {'day': 1, 'hour': 8, 'minute': 30}, 'close': {'day': 1, 'hour': 18, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 30}, 'close': {'day': 2, 'hour': 18, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 30}, 'close': {'day': 3, 'hour': 18, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 30}, 'close': {'day': 4, 'hour': 18, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 30}, 'close': {'day': 5, 'hour': 18, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 30}, 'close': {'day': 6, 'hour': 18, 'minute': 0}}]",0857-1758-2599,ChIJG-nT4kLtaS4RgK9cSsTB-q8,https://wa.me/6285717582599,https://maps.google.com/?cid=12680660749620391808,JAKARTA TIMUR - 5254864071169146879
Bengkel Bagus Motor,car_repair,-6.332488,106.879857,"1, Jl. Manunggal No.14, RT.1/RW.2, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.8,,4,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]",0857-7032-3632,ChIJwTbLgRztaS4R0Zu_E4hFlg0,,https://maps.google.com/?cid=979046419748854737,JAKARTA TIMUR - 5254864071169146879
ERIKA JAYA MOTOR,car_repair,-6.3203577,106.88289669999999,"Jl. Pengantin Ali No.47, RT.10/RW.6, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.8,,33,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 10, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 10, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 10, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 10, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 10, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]",0813-8575-7569,ChIJ95LO8rbtaS4RbJRQv9PQntM,,https://maps.google.com/?cid=15248854996189484140,JAKARTA TIMUR - 5254864071169146879
Fera Motor,car_repair,-6.3330097,106.89528419999999,"Jl. Cilangkap Raya No.60 9, RT.9/RW.3, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.8,,4,"[{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]",0812-8246-4929,ChIJnXYCpCbtaS4R1tkDehINzdE,,https://maps.google.com/?cid=15117753897160268246,JAKARTA TIMUR - 5254864071169146879
Wahana Diesel (Servis Injection Pump),car_repair,-6.3215803,106.8818811,"Jl. Penganten Ali III No.43, RT.7/RW.6, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.8,,18,"[{'open': {'day': 1, 'hour': 9, 'minute': 5}, 'close': {'day': 1, 'hour': 16, 'minute': 15}}, {'open': {'day': 2, 'hour': 9, 'minute': 5}, 'close': {'day': 2, 'hour': 16, 'minute': 15}}, {'open': {'day': 3, 'hour': 9, 'minute': 5}, 'close': {'day': 3, 'hour': 16, 'minute': 15}}, {'open': {'day': 4, 'hour': 9, 'minute': 5}, 'close': {'day': 4, 'hour': 16, 'minute': 15}}, {'open': {'day': 5, 'hour': 9, 'minute': 5}, 'close': {'day': 5, 'hour': 16, 'minute': 15}}, {'open': {'day': 6, 'hour': 9, 'minute': 5}, 'close': {'day': 6, 'hour': 16, 'minute': 15}}]",0811-103-061,ChIJAVXm1A7taS4Ra_4e2ICN7nY,,https://maps.google.com/?cid=8569942725453872747,JAKARTA TIMUR - 5254864071169146879
Prima Surya Autocare,car_repair,-6.3477923999999994,106.8751317,"Jl. Lap. Tembak No.17, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.8,,29,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]",0821-2189-5490,ChIJsyBQlvrsaS4RmXQJwJ8g1kA,,https://maps.google.com/?cid=4671957533937202329,JAKARTA TIMUR - 5254864071202701311
Mustika Motor,car_repair,-6.3398531999999994,106.8955896,"Jl. Malaka No.3A 9, RT.3/RW.8, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13870, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.8,,4,"[{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]",0812-8158-2444,ChIJW8YI3NjsaS4RuOx22R75YMQ,,https://maps.google.com/?cid=14150583940090883256,JAKARTA TIMUR - 5254864071202701311
